account_num,net_change,tag,tag_depth,cik
1827,7277069000.0,IntangibleAssetsNetIncludingGoodwill,2,927066_DAVITA INC.
1732,186758000.0,IntangibleAssetsNetExcludingGoodwill,2,927066_DAVITA INC.
1711,7090311000.0,Goodwill,1,927066_DAVITA INC.
1368,3216373000.0,PropertyPlantAndEquipmentNet,4,927066_DAVITA INC.
1634,2617018000.0,OperatingLeaseRightOfUseAsset,2,927066_DAVITA INC.
868,3039739000.0,AssetsCurrent,2,927066_DAVITA INC.
260,106770000.0,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,4,927066_DAVITA INC.
455,106770000.0,InventoryNet,2,927066_DAVITA INC.
320,2382214000.0,ReceivablesNetCurrent,3,927066_DAVITA INC.
207,2057809000.0,AccountsNotesAndLoansReceivableNetCurrent,4,927066_DAVITA INC.
229,2057809000.0,AccountsReceivableNetCurrent,3,927066_DAVITA INC.
577,367097000.0,CashCashEquivalentsAndShortTermInvestments,4,927066_DAVITA INC.
645,317132000.0,CashAndCashEquivalentsAtCarryingValue,3,927066_DAVITA INC.
2041,291321000.0,OtherAssetsNoncurrent,2,927066_DAVITA INC.
2091,13688048000.0,AssetsNoncurrent,2,927066_DAVITA INC.
2398,-447969000.0,AccountsPayableCurrent,2,927066_DAVITA INC.
819,3621000.0,DeferredIncomeTaxExpenseBenefit,1,927066_DAVITA INC.
2149,-416171000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,927066_DAVITA INC.
1854,100774000.0,InterestAndDebtExpense,2,927066_DAVITA INC.
2130,-3752000.0,NonoperatingIncomeExpense,1,927066_DAVITA INC.
1264,-311645000.0,OperatingIncomeLoss,1,927066_DAVITA INC.
1112,509685000.0,OperatingExpenses,1,927066_DAVITA INC.
601,331614000.0,SellingGeneralAndAdministrativeExpense,3,927066_DAVITA INC.
597,331614000.0,GeneralAndAdministrativeExpense,2,927066_DAVITA INC.
232,-2872699000.0,GrossProfit,1,927066_DAVITA INC.
173,-2872699000.0,Revenues,1,927066_DAVITA INC.
3917,-16727787000.0,LiabilitiesAndStockholdersEquity,2,927066_DAVITA INC.
3260,-1019873000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,927066_DAVITA INC.
3316,-825470000.0,StockholdersEquity,1,927066_DAVITA INC.
3834,-290034000.0,RetainedEarningsAccumulatedDeficit,1,927066_DAVITA INC.
3750,-590251000.0,AdditionalPaidInCapital,1,927066_DAVITA INC.
3661,-91000.0,CommonStockValue,3,927066_DAVITA INC.
3465,-14309085000.0,Liabilities,1,927066_DAVITA INC.
3645,-11743992000.0,LiabilitiesNoncurrent,2,927066_DAVITA INC.
3796,-3326460000.0,LiabilitiesOtherThanLongtermDebtNoncurrent,3,927066_DAVITA INC.
3379,-2455144000.0,OperatingLeaseLiabilityNoncurrent,3,927066_DAVITA INC.
3303,-8417532000.0,LongTermDebtAndCapitalLeaseObligations,2,927066_DAVITA INC.
3154,-2565093000.0,LiabilitiesCurrent,2,927066_DAVITA INC.
3017,-796742000.0,OtherLiabilitiesCurrent,2,927066_DAVITA INC.
2638,-242193000.0,DebtCurrent,2,927066_DAVITA INC.
2737,-242193000.0,LongTermDebtAndCapitalLeaseObligationsCurrent,3,927066_DAVITA INC.
