account_num,net_change,tag,tag_depth,cik
3335,-170000000.0,LongTermLineOfCredit,2,811532_CEDAR FAIR L P
3154,-411518000.0,LiabilitiesCurrent,2,811532_CEDAR FAIR L P
2347,-185602000.0,AccountsPayableAndAccruedLiabilitiesCurrent,3,811532_CEDAR FAIR L P
2398,-66196000.0,AccountsPayableCurrent,2,811532_CEDAR FAIR L P
2089,2209741000.0,Assets,1,811532_CEDAR FAIR L P
2091,2025578000.0,AssetsNoncurrent,2,811532_CEDAR FAIR L P
2041,4072000.0,OtherAssetsNoncurrent,2,811532_CEDAR FAIR L P
1827,310980000.0,IntangibleAssetsNetIncludingGoodwill,2,811532_CEDAR FAIR L P
1732,48707000.0,IntangibleAssetsNetExcludingGoodwill,2,811532_CEDAR FAIR L P
1711,262273000.0,Goodwill,1,811532_CEDAR FAIR L P
1368,1620845000.0,PropertyPlantAndEquipmentNet,4,811532_CEDAR FAIR L P
1634,89681000.0,OperatingLeaseRightOfUseAsset,2,811532_CEDAR FAIR L P
868,184163000.0,AssetsCurrent,2,811532_CEDAR FAIR L P
677,9927000.0,PrepaidExpenseCurrent,2,811532_CEDAR FAIR L P
3308,-2438275000.0,LongTermDebtNoncurrent,2,811532_CEDAR FAIR L P
260,56790000.0,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,4,811532_CEDAR FAIR L P
320,55777000.0,ReceivablesNetCurrent,3,811532_CEDAR FAIR L P
207,54386000.0,AccountsNotesAndLoansReceivableNetCurrent,4,811532_CEDAR FAIR L P
229,54386000.0,AccountsReceivableNetCurrent,3,811532_CEDAR FAIR L P
577,33562000.0,CashCashEquivalentsAndShortTermInvestments,4,811532_CEDAR FAIR L P
645,33562000.0,CashAndCashEquivalentsAtCarryingValue,3,811532_CEDAR FAIR L P
455,56790000.0,InventoryNet,2,811532_CEDAR FAIR L P
3303,-2438275000.0,LongTermDebtAndCapitalLeaseObligations,2,811532_CEDAR FAIR L P
3379,-79273000.0,OperatingLeaseLiabilityNoncurrent,3,811532_CEDAR FAIR L P
3796,-153188000.0,LiabilitiesOtherThanLongtermDebtNoncurrent,3,811532_CEDAR FAIR L P
456,13681000.0,DepreciationAndAmortization,4,811532_CEDAR FAIR L P
144,10381000.0,CostOfRevenue,1,811532_CEDAR FAIR L P
171,10381000.0,CostOfGoodsAndServicesSold,2,811532_CEDAR FAIR L P
3809,-16732000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,811532_CEDAR FAIR L P
3494,-11236000.0,OtherLiabilitiesNoncurrent,2,811532_CEDAR FAIR L P
3383,-62679000.0,DeferredIncomeTaxLiabilitiesNet,2,811532_CEDAR FAIR L P
2552,-119406000.0,AccruedLiabilitiesCurrent,2,811532_CEDAR FAIR L P
644,1391000.0,NontradeReceivablesCurrent,2,811532_CEDAR FAIR L P
599,1391000.0,IncomeTaxesReceivable,2,811532_CEDAR FAIR L P
2903,-134546000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,811532_CEDAR FAIR L P
2590,-134546000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,811532_CEDAR FAIR L P
1912,-134546000.0,NetIncomeLoss,1,811532_CEDAR FAIR L P
1077,-182726000.0,ProfitLoss,2,811532_CEDAR FAIR L P
1820,-182726000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,811532_CEDAR FAIR L P
2399,24090000.0,IncomeTaxExpenseBenefit,1,811532_CEDAR FAIR L P
819,6047000.0,DeferredIncomeTaxExpenseBenefit,1,811532_CEDAR FAIR L P
2257,-158636000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,811532_CEDAR FAIR L P
3645,-2591463000.0,LiabilitiesNoncurrent,2,811532_CEDAR FAIR L P
3465,-3002981000.0,Liabilities,1,811532_CEDAR FAIR L P
3316,-16732000.0,StockholdersEquity,1,811532_CEDAR FAIR L P
3260,-16732000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,811532_CEDAR FAIR L P
3917,-2209741000.0,LiabilitiesAndStockholdersEquity,2,811532_CEDAR FAIR L P
173,-84554000.0,Revenues,1,811532_CEDAR FAIR L P
232,-94935000.0,GrossProfit,1,811532_CEDAR FAIR L P
1112,179805000.0,OperatingExpenses,1,811532_CEDAR FAIR L P
1264,-122949000.0,OperatingIncomeLoss,1,811532_CEDAR FAIR L P
2130,-4440000.0,NonoperatingIncomeExpense,1,811532_CEDAR FAIR L P
1709,32129000.0,InterestExpense,1,811532_CEDAR FAIR L P
1854,32129000.0,InterestAndDebtExpense,2,811532_CEDAR FAIR L P
2149,-159518000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,811532_CEDAR FAIR L P
601,46465000.0,SellingGeneralAndAdministrativeExpense,3,811532_CEDAR FAIR L P
581,133340000.0,OperatingCostsAndExpenses,2,811532_CEDAR FAIR L P
2004,-441000.0,OtherNonoperatingIncomeExpense,1,811532_CEDAR FAIR L P
757,28107000.0,OtherAssetsCurrent,2,811532_CEDAR FAIR L P
1705,3861840000.0,PropertyPlantAndEquipmentGross,4,811532_CEDAR FAIR L P
850,-2240995000.0,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,7,811532_CEDAR FAIR L P
2877,-12405000.0,AccruedIncomeTaxesCurrent,2,811532_CEDAR FAIR L P
2841,-12405000.0,TaxesPayableCurrent,2,811532_CEDAR FAIR L P
2710,-198532000.0,DeferredRevenueCurrent,2,811532_CEDAR FAIR L P
1631,-3999000.0,ForeignCurrencyTransactionGainLossBeforeTax,2,811532_CEDAR FAIR L P
2673,-23942000.0,EmployeeRelatedLiabilitiesCurrent,2,811532_CEDAR FAIR L P
2812,-49432000.0,InterestPayableCurrent,2,811532_CEDAR FAIR L P
2723,-49432000.0,InterestAndDividendsPayableCurrent,3,811532_CEDAR FAIR L P
608,286895000.0,Land,1,811532_CEDAR FAIR L P
403,778672000.0,LandAndLandImprovements,2,811532_CEDAR FAIR L P
1627,119971000.0,ConstructionInProgressGross,2,811532_CEDAR FAIR L P
2888,-33627000.0,OtherAccruedLiabilitiesCurrent,2,811532_CEDAR FAIR L P
2764,-198532000.0,ContractWithCustomerLiabilityCurrent,3,811532_CEDAR FAIR L P
1808,2033143000.0,MachineryAndEquipmentGross,3,811532_CEDAR FAIR L P
3334,-2268275000.0,LongTermNotesAndLoans,3,811532_CEDAR FAIR L P
3342,-2268275000.0,LongTermNotesPayable,2,811532_CEDAR FAIR L P
1057,9927000.0,PrepaidInsurance,1,811532_CEDAR FAIR L P
788,491777000.0,LandImprovements,1,811532_CEDAR FAIR L P
1396,930054000.0,BuildingsAndImprovementsGross,3,811532_CEDAR FAIR L P
