account_num,net_change,tag,tag_depth,cik
69,531000000.0,CashAndDueFromBanks,2,914748_EVEREST REINSURANCE HOLDINGS INC
1515,-12000000.0,OtherOperatingIncomeExpenseNet,2,914748_EVEREST REINSURANCE HOLDINGS INC
2814,424000000.0,OtherUnderwritingExpense,1,914748_EVEREST REINSURANCE HOLDINGS INC
1264,-12077000000.0,OperatingIncomeLoss,1,914748_EVEREST REINSURANCE HOLDINGS INC
1112,896000000.0,OperatingExpenses,1,914748_EVEREST REINSURANCE HOLDINGS INC
601,472000000.0,SellingGeneralAndAdministrativeExpense,3,914748_EVEREST REINSURANCE HOLDINGS INC
597,18000000.0,GeneralAndAdministrativeExpense,2,914748_EVEREST REINSURANCE HOLDINGS INC
232,-11169000000.0,GrossProfit,1,914748_EVEREST REINSURANCE HOLDINGS INC
173,-6979000000.0,Revenues,1,914748_EVEREST REINSURANCE HOLDINGS INC
3917,-30434000000.0,LiabilitiesAndStockholdersEquity,2,914748_EVEREST REINSURANCE HOLDINGS INC
3260,-6388000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,914748_EVEREST REINSURANCE HOLDINGS INC
3316,-6388000000.0,StockholdersEquity,1,914748_EVEREST REINSURANCE HOLDINGS INC
3834,-6171000000.0,RetainedEarningsAccumulatedDeficit,1,914748_EVEREST REINSURANCE HOLDINGS INC
3750,-1102000000.0,AdditionalPaidInCapital,1,914748_EVEREST REINSURANCE HOLDINGS INC
3465,-24047000000.0,Liabilities,1,914748_EVEREST REINSURANCE HOLDINGS INC
2089,30434000000.0,Assets,1,914748_EVEREST REINSURANCE HOLDINGS INC
2091,3244000000.0,AssetsNoncurrent,2,914748_EVEREST REINSURANCE HOLDINGS INC
868,531000000.0,AssetsCurrent,2,914748_EVEREST REINSURANCE HOLDINGS INC
577,531000000.0,CashCashEquivalentsAndShortTermInvestments,4,914748_EVEREST REINSURANCE HOLDINGS INC
501,531000000.0,Cash,1,914748_EVEREST REINSURANCE HOLDINGS INC
421,-278000000.0,NetInvestmentIncome,1,914748_EVEREST REINSURANCE HOLDINGS INC
131,-2139000000.0,PremiumsEarnedNet,2,914748_EVEREST REINSURANCE HOLDINGS INC
707,454000000.0,SellingAndMarketingExpense,2,914748_EVEREST REINSURANCE HOLDINGS INC
1912,-771000000.0,NetIncomeLoss,1,914748_EVEREST REINSURANCE HOLDINGS INC
1077,-1080000000.0,ProfitLoss,2,914748_EVEREST REINSURANCE HOLDINGS INC
1820,-1080000000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,914748_EVEREST REINSURANCE HOLDINGS INC
2399,154000000.0,IncomeTaxExpenseBenefit,1,914748_EVEREST REINSURANCE HOLDINGS INC
2257,-926000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,914748_EVEREST REINSURANCE HOLDINGS INC
2149,-12235000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,914748_EVEREST REINSURANCE HOLDINGS INC
1854,99000000.0,InterestAndDebtExpense,2,914748_EVEREST REINSURANCE HOLDINGS INC
1709,99000000.0,InterestExpense,1,914748_EVEREST REINSURANCE HOLDINGS INC
2130,-59000000.0,NonoperatingIncomeExpense,1,914748_EVEREST REINSURANCE HOLDINGS INC
645,531000000.0,CashAndCashEquivalentsAtCarryingValue,3,914748_EVEREST REINSURANCE HOLDINGS INC
1205,-59000000.0,InvestmentIncomeNonoperating,2,914748_EVEREST REINSURANCE HOLDINGS INC
1557,2916000000.0,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,6,914748_EVEREST REINSURANCE HOLDINGS INC
1626,2916000000.0,LongTermInvestments,1,914748_EVEREST REINSURANCE HOLDINGS INC
1848,2916000000.0,LongTermInvestmentsAndReceivablesNet,3,914748_EVEREST REINSURANCE HOLDINGS INC
1901,328000000.0,DeferredIncomeTaxAssetsNet,2,914748_EVEREST REINSURANCE HOLDINGS INC
3809,-886000000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,914748_EVEREST REINSURANCE HOLDINGS INC
144,4190000000.0,CostOfRevenue,1,914748_EVEREST REINSURANCE HOLDINGS INC
1781,-59000000.0,NonoperatingGainsLosses,1,914748_EVEREST REINSURANCE HOLDINGS INC
1230,-59000000.0,GainLossOnInvestments,1,914748_EVEREST REINSURANCE HOLDINGS INC
1421,4190000000.0,PolicyholderBenefitsAndClaimsIncurredNet,3,914748_EVEREST REINSURANCE HOLDINGS INC
1494,2916000000.0,EquityMethodInvestments,1,914748_EVEREST REINSURANCE HOLDINGS INC
2590,-771000000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,914748_EVEREST REINSURANCE HOLDINGS INC
2903,-771000000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,914748_EVEREST REINSURANCE HOLDINGS INC
